agent_type,question_id,runs,avg_em,avg_f1,pass_at_k,answer_consistency,trace_similarity,avg_latency_seconds,blank_predictions
react,5a875fee5542996e4f3087ab,5,1.0,1.0,1,1.0,0.6797079126490891,3.8052,0
react,5a877dd65542993e715abf79,5,1.0,1.0,1,1.0,0.6700613684395323,2.9916,0
react,5a87c13f5542996e4f30890c,5,1.0,1.0,1,1.0,0.8094163644163643,2.2952,0
react,5a87ed5b5542994846c1cdfc,5,1.0,1.0,1,1.0,0.7674974456283754,3.2635999999999994,0
react,5a8810485542997e5c09a590,5,0.0,0.7428571428571429,0,0.6,0.6850865030763038,2.978,0
react,5a8843cd5542994846c1ce75,5,0.0,0.0,0,1.0,0.6425053418803419,2.1292,0
react,5a88b3b4554299206df2b336,5,0.0,0.0,0,1.0,0.5566776391776391,2.6479999999999997,0
react,5a8ac4dd5542992d82986f76,5,1.0,1.0,1,1.0,0.760374247282086,2.3054,0
react,5a8b3de95542997f31a41cc3,5,0.0,0.0,0,1.0,0.6716194858609719,2.6597999999999997,0
react,5a8c7ced5542995e66a4761c,5,0.0,0.5333333333333333,0,0.8,0.5489526248630049,3.3034,0
react,5a8ce55f554299441c6b9f62,5,0.0,0.6666666666666666,0,1.0,0.7145724598342963,2.5886,0
react,5a8d12ca5542994ba4e3dbe2,5,0.0,0.6666666666666666,0,1.0,0.6077264544855063,2.389,0
react,5a8e5f1f5542995a26add4d6,5,1.0,1.0,1,1.0,0.5850747243538056,2.6195999999999997,0
react,5a8ec55f5542995a26add50c,5,1.0,1.0,1,1.0,0.9612701612903226,2.3518,0
react,5a8ed10b5542995085b374a0,5,1.0,1.0,1,1.0,0.8965277777777778,2.606,0
react,5a8ee3a755429917b4a5be02,5,0.0,0.5714285714285715,0,1.0,0.7732556355875684,2.2712000000000003,0
react,5a8f503c5542992414482a34,5,1.0,1.0,1,1.0,0.7252725579790373,1.8734000000000002,0
react,5a8fae205542997ba9cb32ec,5,0.0,0.4,0,1.0,0.6486705851619645,2.9256,0
react,5ab1d6545542997061209588,5,0.0,0.22222222222222224,0,1.0,0.7381306652821001,2.5412,0
react,5ab2659e554299340b5254b2,5,1.0,1.0,1,1.0,0.7034285714285715,2.1824000000000003,0
react,5ab2b630554299545a2cfa17,5,0.4,0.4,1,0.6,0.5614143541675524,3.9983999999999993,0
react,5ab31864554299233954ff06,5,0.0,0.0,0,1.0,0.7227657782830197,2.1770000000000005,0
react,5ab3bfd3554299233954ff99,5,0.0,0.8,0,1.0,0.6268157632083153,2.484,0
react,5ab4107a554299753aec5a2f,5,1.0,1.0,1,1.0,0.7333068828704502,2.7236000000000002,0
react,5ab4304a55429942dd415ec5,5,1.0,1.0,1,1.0,0.7264238899918214,2.5818,0
react,5ab4428c5542990594ba9bda,5,1.0,1.0,1,1.0,0.6873394943292271,2.3994,0
react,5ab4b9f75542990594ba9ca4,5,1.0,1.0,1,1.0,0.8362440078923672,3.5434000000000005,0
react,5ab6087a554299110f2199be,5,0.8,0.8,1,0.8,0.530407680100754,4.779000000000001,0
react,5ab6aa4c55429953192ad359,5,1.0,1.0,1,1.0,0.6225127741562839,2.2396000000000003,0
react,5ab6bf6d55429953192ad372,5,1.0,1.0,1,1.0,0.6682816875270474,2.9059999999999997,0
react,5ab6e848554299710c8d1faa,5,1.0,1.0,1,1.0,0.7177424694217863,2.9506,0
react,5ab7f6d35542993667794070,5,1.0,1.0,1,1.0,0.7580463054275635,2.1312,0
react,5ab870ee5542990e739ec8f6,5,1.0,1.0,1,1.0,0.6917229550124288,2.537,0
react,5ab900045542991b5579f0c0,5,0.0,0.7017316017316018,0,0.4,0.6712060587509494,3.7451999999999996,0
react,5ab90d8955429916710eb0f1,5,1.0,1.0,1,1.0,0.6983450702471601,1.9582000000000002,0
react,5ab916e155429919ba4e23a4,5,1.0,1.0,1,1.0,0.7123256761159987,2.0806,0
react,5ab941c2554299743d22ea88,5,0.0,0.3333333333333333,0,1.0,0.7597992645595152,3.0984000000000003,0
react,5ab97d0a5542996be202051e,5,1.0,1.0,1,1.0,0.7202548743246417,2.2933999999999997,0
react,5ab985eb554299131ca42360,5,1.0,1.0,1,1.0,0.7380041552650248,1.9584,0
react,5ab9b7d555429970cfb8eb7a,5,1.0,1.0,1,1.0,0.6458694596852491,2.6378,0
react,5ab9e477554299232ef4a25d,5,1.0,1.0,1,1.0,0.7540473920189944,2.666,0
react,5abbda84554299642a094b5b,5,0.2,0.3333333333333333,1,0.6,0.6696662454396729,6.4278,0
react,5abc030e554299642a094bdc,5,0.8,0.8,1,0.8,0.745403431757732,3.2558,0
react,5abc19705542993a06baf86e,5,1.0,1.0,1,1.0,0.6151179786101537,1.9586000000000001,0
react,5abc41315542993a06baf8bb,5,1.0,1.0,1,1.0,0.653267310411523,2.9698,0
react,5abdf06355429976d4830a2d,5,0.0,0.5538755980861245,0,0.4,0.6454970649131098,4.3848,0
react,5abe3dc65542993f32c2a0c4,5,0.0,0.0,0,0.6,0.7629709793695987,3.1362,0
react,5abf1ad15542997ec76fd3c2,5,0.0,0.6666666666666666,0,1.0,0.6582076812363316,3.6746000000000003,0
react,5abfe1115542997d64295909,5,0.0,0.8,0,1.0,0.6500655114912787,2.2418,0
react,5ac0dcf25542996f0d89cc2c,5,1.0,1.0,1,1.0,0.5986676964789148,2.3036000000000003,0
react,5ac113e2554299294b21909a,5,0.0,0.650909090909091,0,0.6,0.7371117223419855,3.2590000000000003,0
react,5ac19f405542991316484b5b,5,1.0,1.0,1,1.0,0.6550060336790119,2.018,0
react,5ac26ac15542992f1f2b38bc,5,1.0,1.0,1,1.0,0.7830503552906833,2.7687999999999997,0
react,5ac2cb09554299657fa29066,5,0.0,0.8253968253968255,0,0.8,0.7749498097974287,2.8892,0
react,5ac35a7e554299741d48a257,5,0.0,0.6666666666666666,0,1.0,0.56160015887154,3.1256,0
react,5ac3a76e554299741d48a2be,5,1.0,1.0,1,1.0,0.7233743267099084,2.451,0
react,5ac3d9135542995c82c4ac4c,5,0.0,0.4,0,1.0,0.837251413975552,2.218,0
react,5ac3e0f7554299194317388b,5,1.0,1.0,1,1.0,0.6030754698372313,3.2963999999999998,0
react,5ac54c435542993e66e822d1,5,0.8,0.96,1,0.8,0.8371713426440902,2.282,0
react,5adbcc085542996e6852523c,5,0.0,0.9411764705882352,0,1.0,0.7030247352382917,2.3828,0
react,5adbd70c55429947ff173843,5,1.0,1.0,1,1.0,0.5820195337520419,2.596,0
react,5adcbb815542994ed6169bde,5,0.0,0.8,0,1.0,0.7580234953218824,1.9498000000000002,0
react,5adcdf455542994ed6169c11,5,0.8,0.9714285714285713,1,0.8,0.6874937088030798,2.3061999999999996,0
react,5add0f635542994ed6169c56,5,0.6,0.6,1,0.6,0.4626631698494526,3.5818,0
react,5add67705542992ae4cec54f,5,0.0,0.8571428571428571,0,1.0,0.6236405579046409,3.339,0
react,5add8f055542990dbb2f7e6d,5,0.0,0.0,0,1.0,0.7198840824772998,3.318,0
react,5addcb215542997dc7907033,5,0.0,0.8,0,1.0,0.5805611736823256,4.343999999999999,0
react,5ade25ed5542997c77aded70,5,0.0,0.42666666666666664,0,0.8,0.4802709618922557,4.1366,0
react,5adef1b35542993a75d263af,5,0.0,0.8,0,1.0,0.7840181097906056,2.0681999999999996,0
react,5adf3e835542993a75d26442,5,0.0,0.0,0,0.6,0.4422015085164084,3.6398,0
react,5ae129115542990adbacf722,5,1.0,1.0,1,1.0,0.668956604725181,2.3493999999999997,0
react,5ae12a4b55429920d52342df,5,1.0,1.0,1,1.0,0.7915413105413105,2.0268,0
react,5ae1338d55429901ffe4ade1,5,0.0,0.0,0,1.0,0.6378651415455076,3.1948,0
react,5ae143ed55429920d5234360,5,1.0,1.0,1,1.0,0.8141753675886372,2.4896000000000003,0
react,5ae1443855429920d5234362,5,1.0,1.0,1,1.0,0.6565313708734761,2.398,0
react,5ae14b5c55429920d52343aa,5,1.0,1.0,1,1.0,0.7896781731431342,3.7196000000000007,0
react,5ae1925a554299492dc91b48,5,0.0,0.4,0,1.0,0.7429393307023568,2.359,0
react,5ae1d0e8554299234fd0430a,5,0.0,0.5,0,1.0,0.7217953686098848,2.7003999999999997,0
react,5ae1d4e8554299234fd04312,5,0.0,0.6666666666666666,0,1.0,0.6650431225121627,2.597,0
react,5ae1ebf95542997283cd22f2,5,1.0,1.0,1,1.0,0.6858732268689165,2.5938000000000003,0
react,5ae2133e554299495565d9e3,5,1.0,1.0,1,1.0,0.8102532645412929,2.3416,0
react,5ae22eae554299495565da30,5,1.0,1.0,1,1.0,0.7013567238110848,2.468,0
react,5ae34b275542992e3233c371,5,0.0,0.6,0,1.0,0.7395688491725078,2.3111999999999995,0
react,5ae35e8c5542990afbd1e120,5,0.0,0.25,0,1.0,0.6447594142532818,4.2714,0
react,5ae361605542994393b9e69b,5,1.0,1.0,1,1.0,0.7329248861756602,2.3714000000000004,0
react,5ae361805542992e3233c3c9,5,1.0,1.0,1,1.0,0.6068219866299533,3.4964000000000004,0
react,5ae382ee5542992e3233c430,5,0.0,0.3333333333333333,0,1.0,0.5887015963331753,1.8438000000000003,0
react,5ae489ab5542995ad6573d62,5,1.0,1.0,1,1.0,0.6902813332294029,3.3348,0
react,5ae497f15542995ad6573db8,5,0.0,0.5666666666666667,0,0.6,0.6785886938742481,4.3988000000000005,0
react,5ae518655542993aec5ec139,5,0.0,0.6666666666666666,0,1.0,0.6615824830019825,1.9118000000000002,0
react,5ae528ed5542993aec5ec16e,5,1.0,1.0,1,1.0,0.7093287829343671,2.7485999999999997,0
react,5ae531695542990ba0bbb1fb,5,1.0,1.0,1,1.0,0.558036074841836,2.7494,0
react,5ae588cb55429960a22e0300,5,1.0,1.0,1,1.0,0.8033869791110636,3.2236000000000002,0
react,5ae5cf625542996de7b71a22,5,0.2,0.8400000000000001,1,0.8,0.6590770485125323,2.9752,0
react,5ae788fa55429952e35ea964,5,0.0,0.0,0,0.6,0.5482082901900531,3.2886,0
react,5ae7cb9b5542994a481bbde2,5,1.0,1.0,1,1.0,0.6957519476028604,3.1786000000000003,0
react,5ae80919554299540e5a56f6,5,0.0,0.8571428571428571,0,0.6,0.6860278033962245,2.8612,0
react,5ae8167b55429952e35eaa06,5,1.0,1.0,1,1.0,0.70948606271777,3.2224000000000004,0
reflexion,5a713b325542994082a3e6b5,5,1.0,1.0,1,1.0,0.6367394447094538,4.5172,0
reflexion,5a7153d05542994082a3e7dc,5,1.0,1.0,1,1.0,0.6810924132173026,4.984800000000001,0
reflexion,5a7264ed5542990c210a411a,5,1.0,1.0,1,1.0,0.6070854968240957,6.915799999999999,0
reflexion,5a72688c5542997f827839b2,5,1.0,1.0,1,1.0,0.5507551151470012,5.0844,0
reflexion,5a72dcb45542992359bc31af,5,1.0,1.0,1,1.0,0.5996979791508645,5.332000000000001,0
reflexion,5a72f74a55429901807daf59,5,1.0,1.0,1,1.0,0.6576890342639761,5.0280000000000005,0
reflexion,5a73b55855429978a71e9086,5,1.0,1.0,1,1.0,0.6001953356950468,4.5266,0
reflexion,5a74f5155542993748c89750,5,1.0,1.0,1,1.0,0.6566479997275074,4.8149999999999995,0
reflexion,5a74f8bd5542993748c8976a,5,1.0,1.0,1,1.0,0.5803642046799447,4.7856000000000005,0
reflexion,5a7557d75542992d0ec05f68,5,1.0,1.0,1,1.0,0.5919577359234659,4.1724,0
reflexion,5a75e62f5542992d0ec06013,5,0.0,0.7499999999999999,0,1.0,0.6156275070099386,5.8486,0
reflexion,5a774e415542994aec3b7280,5,1.0,1.0,1,1.0,0.6411233272296164,5.3226,0
reflexion,5a776a805542993735360269,5,1.0,1.0,1,1.0,0.605784220925214,6.3822,0
reflexion,5a7796e05542992a6e59df0f,5,1.0,1.0,1,1.0,0.5939360221564602,5.217599999999999,0
reflexion,5a78ae8b5542990784727730,5,0.2,0.8556998556998557,1,0.4,0.6969269694812714,5.256600000000001,0
reflexion,5a78b5f7554299148911f95b,5,1.0,1.0,1,1.0,0.581180681364516,5.154999999999999,0
reflexion,5a78e3b955429974737f78f1,5,1.0,1.0,1,1.0,0.7105105973340761,5.521199999999999,0
reflexion,5a78e9a2554299148911f995,5,1.0,1.0,1,1.0,0.6140564941118878,6.2909999999999995,0
reflexion,5a7a112a5542990783324e2b,5,0.0,0.0,0,0.8,0.6421310132738789,6.031000000000001,0
reflexion,5a7a77425542995eb53be83e,5,1.0,1.0,1,1.0,0.6023967711281457,5.6098,0
reflexion,5a7b1023554299042af8f6c2,5,1.0,1.0,1,1.0,0.7096377114369946,4.3028,0
reflexion,5a7bb7f2554299042af8f7b6,5,1.0,1.0,1,1.0,0.5789122545373628,5.571,0
reflexion,5a7be1ab5542997c3ec972a9,5,0.6,0.8666666666666666,1,0.6,0.5500037527515478,7.140600000000001,0
reflexion,5a7bea3d5542996dd594b847,5,1.0,1.0,1,1.0,0.5984358820277793,5.1975999999999996,0
reflexion,5a7c47c35542990527d55481,5,0.0,0.0,0,1.0,0.6556830853851789,4.4376,0
reflexion,5a7c8ae855429935c91b5207,5,0.0,0.8,0,1.0,0.6304826918747881,6.095000000000001,0
reflexion,5a7ce0ce554299452d57ba92,5,1.0,1.0,1,1.0,0.5788559415477315,5.820399999999999,0
reflexion,5a7cfea2554299452d57babe,5,1.0,1.0,1,1.0,0.7269340698174533,6.263,0
reflexion,5a7dc2495542997cc2c4749a,5,1.0,1.0,1,1.0,0.6093000325470251,7.1138,0
reflexion,5a7e05ba5542995f4f402392,5,1.0,1.0,1,1.0,0.6851109308994183,6.0908,0
reflexion,5a7e0ed25542991319bc9424,5,1.0,1.0,1,1.0,0.7490620171955451,6.661,0
reflexion,5a7e1b7155429965cec5ea6c,5,1.0,1.0,1,1.0,0.6846190804877009,6.2314,0
reflexion,5a7e618155429949594199b0,5,0.0,0.6666666666666666,0,1.0,0.6555612732955931,4.619999999999999,0
reflexion,5a7f296f55429934daa2fd10,5,1.0,1.0,1,1.0,0.6243268423617361,5.6406,0
reflexion,5a7f567e5542992097ad2f22,5,1.0,1.0,1,1.0,0.6115638867089678,5.1614,0
reflexion,5a7f66f155429969796c1a33,5,0.0,0.0,0,1.0,0.5861235977371513,5.178,0
reflexion,5a80aeef5542992097ad301a,5,1.0,1.0,1,1.0,0.6765415588075105,5.1118,0
reflexion,5a81d0515542990a1d231ed4,5,0.2,0.6846153846153846,1,0.6,0.7268440915678113,6.570600000000001,0
reflexion,5a8208ee5542990a1d231f1e,5,0.0,0.39999999999999997,0,0.6,0.5993739414283039,4.6684,0
reflexion,5a82817555429954d2e2eb5a,5,0.4,0.8800000000000001,1,0.6,0.6320081425680203,5.421,0
reflexion,5a82fe5055429966c78a6ad3,5,0.4,0.7,1,0.6,0.5484171124472808,5.754,0
reflexion,5a83411655429966c78a6b5d,5,1.0,1.0,1,1.0,0.658664218376413,4.9586,0
reflexion,5a840e395542992ef85e239d,5,1.0,1.0,1,1.0,0.6661719521743107,5.9504,0
reflexion,5a84995d5542997b5ce3fee4,5,0.0,0.6666666666666666,0,1.0,0.640188797674683,4.7102,0
reflexion,5a84e9d35542994c784dda84,5,0.8,0.9,1,0.8,0.6734598029089555,5.7306,0
reflexion,5a851b0d5542997175ce1f7f,5,1.0,1.0,1,1.0,0.6100696643565395,5.190600000000001,0
reflexion,5a851ba95542997175ce1f81,5,1.0,1.0,1,1.0,0.6045591546178097,5.3242,0
reflexion,5a86399e5542994775f60733,5,0.0,0.6666666666666666,0,1.0,0.6674346543605496,4.872400000000001,0
reflexion,5a86769c5542994775f60776,5,1.0,1.0,1,1.0,0.7073204984227417,4.300400000000001,0
reflexion,5a86ab7755429960ec39b6bf,5,0.0,0.6666666666666666,0,1.0,0.5859305278261567,5.1655999999999995,0
reflexion,5a87106555429960ec39b71f,5,1.0,1.0,1,1.0,0.6649352597644818,5.750400000000001,0
reflexion,5a8753d95542994846c1cd63,5,0.0,0.0,0,1.0,0.5356155063100341,5.594200000000001,0
reflexion,5a875fee5542996e4f3087ab,5,1.0,1.0,1,1.0,0.5525811520889207,7.487599999999999,0
reflexion,5a877dd65542993e715abf79,5,1.0,1.0,1,1.0,0.5444713380511271,4.7938,0
reflexion,5a87c13f5542996e4f30890c,5,1.0,1.0,1,1.0,0.6145127654595746,4.6972000000000005,0
reflexion,5a87ed5b5542994846c1cdfc,5,1.0,1.0,1,1.0,0.6350676508497011,6.724799999999999,0
reflexion,5a8810485542997e5c09a590,5,0.0,0.7428571428571429,0,0.6,0.6752559638927049,5.4824,0
reflexion,5a8843cd5542994846c1ce75,5,0.0,0.0,0,1.0,0.6530518987091936,4.424200000000001,0
reflexion,5a88b3b4554299206df2b336,5,0.0,0.0,0,1.0,0.5954010118225097,5.8664000000000005,0
reflexion,5a8ac4dd5542992d82986f76,5,1.0,1.0,1,1.0,0.6805825898586453,5.6912,0
reflexion,5a8b3de95542997f31a41cc3,5,0.0,0.0,0,1.0,0.6072194706839815,5.5725999999999996,0
reflexion,5a8c7ced5542995e66a4761c,5,0.0,0.5333333333333333,0,0.8,0.5302533769826584,6.008800000000001,0
reflexion,5a8ce55f554299441c6b9f62,5,0.2,0.7333333333333333,1,0.8,0.5875396497939802,4.460800000000001,0
reflexion,5a8d12ca5542994ba4e3dbe2,5,0.0,0.6666666666666666,0,1.0,0.5941049852353157,4.488,0
reflexion,5a8e5f1f5542995a26add4d6,5,1.0,1.0,1,1.0,0.6627081822708235,5.3316,0
reflexion,5a8ec55f5542995a26add50c,5,1.0,1.0,1,1.0,0.6419350886932749,5.181800000000001,0
reflexion,5a8ed10b5542995085b374a0,5,1.0,1.0,1,1.0,0.6439224876198761,6.528599999999999,0
reflexion,5a8ee3a755429917b4a5be02,5,0.0,0.5714285714285715,0,1.0,0.5278234867324787,4.517,0
reflexion,5a8f503c5542992414482a34,5,1.0,1.0,1,1.0,0.6158203035862471,4.6488000000000005,0
reflexion,5a8fae205542997ba9cb32ec,5,0.0,0.4,0,1.0,0.5493551542330748,5.5078000000000005,0
reflexion,5ab1d6545542997061209588,5,0.0,0.22222222222222224,0,1.0,0.606449612343486,4.8514,0
reflexion,5ab2659e554299340b5254b2,5,1.0,1.0,1,1.0,0.6080924226590172,4.3014,0
reflexion,5ab2b630554299545a2cfa17,5,1.0,1.0,1,1.0,0.5080160846080978,8.6454,0
reflexion,5ab31864554299233954ff06,5,0.0,0.0,0,1.0,0.5442058130438372,4.1598,0
reflexion,5ab3bfd3554299233954ff99,5,0.0,0.8,0,1.0,0.6814667079609177,5.059,0
reflexion,5ab4107a554299753aec5a2f,5,1.0,1.0,1,1.0,0.6897553235570518,4.1240000000000006,0
reflexion,5ab4304a55429942dd415ec5,5,1.0,1.0,1,1.0,0.6897555156393869,5.8274,0
reflexion,5ab4428c5542990594ba9bda,5,1.0,1.0,1,1.0,0.637211831378498,4.8384,0
reflexion,5ab4b9f75542990594ba9ca4,5,0.8,0.96,1,0.8,0.5568981433417703,6.589,0
reflexion,5ab6087a554299110f2199be,5,0.8,0.8,1,0.8,0.5122587521304576,9.9782,0
reflexion,5ab6aa4c55429953192ad359,5,1.0,1.0,1,1.0,0.6954199875088196,4.1942,0
reflexion,5ab6bf6d55429953192ad372,5,1.0,1.0,1,1.0,0.6755887168713978,5.7867999999999995,0
reflexion,5ab6e848554299710c8d1faa,5,1.0,1.0,1,1.0,0.6290211496547181,5.8864,0
reflexion,5ab7f6d35542993667794070,5,1.0,1.0,1,1.0,0.6225818830905316,4.049200000000001,0
reflexion,5ab870ee5542990e739ec8f6,5,1.0,1.0,1,1.0,0.6474837746780575,4.0846,0
reflexion,5ab900045542991b5579f0c0,5,0.0,0.6151515151515151,0,0.4,0.6961062667881587,8.451,0
reflexion,5ab90d8955429916710eb0f1,5,1.0,1.0,1,1.0,0.7328996262536636,3.6068,0
reflexion,5ab916e155429919ba4e23a4,5,1.0,1.0,1,1.0,0.6672809611290149,4.3942,0
reflexion,5ab941c2554299743d22ea88,5,0.0,0.3333333333333333,0,1.0,0.6552002485797985,5.8512,0
reflexion,5ab97d0a5542996be202051e,5,1.0,1.0,1,1.0,0.6551864896668151,4.0920000000000005,0
reflexion,5ab985eb554299131ca42360,5,1.0,1.0,1,1.0,0.6814204844770883,3.9012000000000002,0
reflexion,5ab9b7d555429970cfb8eb7a,5,1.0,1.0,1,1.0,0.6742106302151112,4.8442,0
reflexion,5ab9e477554299232ef4a25d,5,1.0,1.0,1,1.0,0.7306323913065784,5.2622,0
reflexion,5abbda84554299642a094b5b,5,0.2,0.2,1,0.8,0.5852756343880523,9.4238,0
reflexion,5abc030e554299642a094bdc,5,0.4,0.4,1,0.6,0.7607060509973765,5.401400000000001,0
reflexion,5abc19705542993a06baf86e,5,1.0,1.0,1,1.0,0.576322480777368,4.2522,0
reflexion,5abc41315542993a06baf8bb,5,1.0,1.0,1,1.0,0.6835386641342228,6.055400000000001,0
reflexion,5abdf06355429976d4830a2d,5,0.0,0.6807843137254901,0,0.4,0.5595352052222874,6.053599999999999,0
reflexion,5abe3dc65542993f32c2a0c4,5,0.0,0.0,0,1.0,0.736187123778761,5.698400000000001,0
reflexion,5abf1ad15542997ec76fd3c2,5,0.0,0.6256410256410255,0,0.8,0.6259057421265659,5.5916,0
reflexion,5abfe1115542997d64295909,5,0.0,0.8,0,1.0,0.5983937913797884,4.0374,0
reflexion,5ac0dcf25542996f0d89cc2c,5,1.0,1.0,1,1.0,0.5699995493963248,4.324999999999999,0
reflexion,5ac113e2554299294b21909a,5,0.0,0.6254545454545455,0,0.8,0.6018456353968318,6.596799999999999,0
reflexion,5ac19f405542991316484b5b,5,1.0,1.0,1,1.0,0.6271478160805086,3.732,0
reflexion,5ac26ac15542992f1f2b38bc,5,1.0,1.0,1,1.0,0.6422338014307253,4.6091999999999995,0
reflexion,5ac2cb09554299657fa29066,5,0.2,0.9111111111111111,1,0.8,0.6810829599252999,4.431399999999999,0
reflexion,5ac35a7e554299741d48a257,5,0.0,0.6666666666666666,0,1.0,0.5146556804976237,4.629599999999999,0
reflexion,5ac3a76e554299741d48a2be,5,1.0,1.0,1,1.0,0.729135191039184,4.7452000000000005,0
reflexion,5ac3d9135542995c82c4ac4c,5,0.0,0.4,0,1.0,0.6783171477444512,4.704000000000001,0
reflexion,5ac3e0f7554299194317388b,5,1.0,1.0,1,1.0,0.625551555062433,5.4554,0
